Transaction_ID,Product_ID,Quantity,Price,Transaction_Date
352ce655-e8df-4817-b808-63855583201d,163,9,64.79,2024-09-23
5deee5e5-dd5b-45fa-bad7-4ac1fc0d2658,108,1,37.69,2024-06-07
e7913748-af8f-4138-96ab-75a63be8b024,161,2,74.94,2024-06-15
6b84e040-0094-4794-9190-11a2cf466a7f,162,1,92.63,2024-08-07
9df4b780-5aba-49d7-b483-69e393b1ed87,156,4,29.21,2024-04-23
b3deebc4-7035-4620-9d17-3f8f2e7caecc,111,10,30.43,2024-05-20
dbaa6b32-2a06-4ea0-ac9b-325ef44bd55d,166,1,,2024-10-21
e67a4d90-7187-486b-a466-e5a9592fe666,159,3,29.83,2024-01-30
9acf3447-2698-40fa-a493-25baf50abbe6,106,10,,2024-03-26
7967068d-cafd-4a14-b575-01330b66f792,128,5,53.46,2023-12-24
bac12126-f7d0-4bb8-82f2-3e7c8bc22eab,190,4,69.78,2024-01-10
d5f56557-5e3c-43e5-8ddd-467bb80d8534,145,10,64.57,2024-06-12
773d2867-ec6c-437d-b6b8-5c7281136506,143,6,78.84,2024-04-18
c60692a1-7562-48e9-aaea-8ea94bbeca27,158,4,78.22,2024-08-20
e378b96c-905c-45d4-b099-7aa6e7b09262,175,7,95.66,2024-11-04
425c632a-6f43-4ae8-b3ed-89e037647eb2,185,2,73.89,2024-08-02
f18c38e5-a6f6-45fc-8e62-0d1b9607de48,200,9,55.24,2024-09-16
6766ee2d-a5d5-4bbe-85ae-369c12bef8b3,102,4,40.72,2024-03-21
15a3c141-70a4-41fe-b838-2606b2726ac7,133,10,94.47,2024-02-05
01ae5248-d036-40c9-96cc-fca1993f0548,160,6,86.05,2024-09-23
5d40232a-cc50-43c2-a888-7b91386061a0,113,2,,2024-07-12
f43b90bc-13e6-46ad-89c3-51584bb1a1fc,112,1,84.88,2023-12-15
ea93504a-f958-4ff4-a13a-af04eada8ca7,147,6,49.9,2024-07-07
aa692437-99c3-4316-96e0-00ece919503b,133,10,82.98,2023-12-10
b19f5ec9-719f-464b-a97b-2c57e000af0e,123,9,67.14,2024-11-10
b64ab363-e3ae-4045-bd76-3732c8d4abc0,127,5,16.59,2024-10-13
1b034eca-2474-46df-a5c8-97a414916a4d,102,5,44.64,2024-01-09
14fdb3b2-46f5-4266-b51e-97c978464ea1,192,5,10.9,2024-08-22
885536b6-a9ba-4492-8d2b-4d244cd64adc,157,2,25.78,2024-09-01
8cf88230-fef5-47a6-a0ea-cfe0eba21fd4,177,5,76.54,2024-09-16
78290f1c-ba95-4af6-8813-d8b416b85331,175,9,25.71,2024-11-21
22fe5c02-64f9-4c20-a055-45b1c0e3d00d,179,7,58.51,2024-09-06
55c25c7d-0c86-4d08-b544-b62b84e67355,156,4,65.81,2024-07-18
160274d0-17ae-4f71-8b0c-0fc92b25885d,127,5,13.21,2024-02-02
62d3257f-99d0-488b-a252-da1cfc72c527,195,3,88.31,2024-09-26
3856e8a3-fdaa-4636-95e0-2c35a713a660,193,3,33.99,2024-09-19
1ea56267-3a26-4381-99ba-6d0ff85d538d,157,4,84.18,2023-12-24
96780e53-281d-4281-a3b7-73d716a16d52,179,10,70.27,2024-01-22
6d611e3d-f7bb-4f59-b1e8-c22f8479354a,173,5,34.96,2024-09-30
991b9016-2ba0-4791-8399-01cb63f8d614,179,8,85.65,2024-05-11
c45b22da-3ea1-4021-9857-25455299a71c,197,4,89.99,2024-04-08
602e73c2-d504-4af7-8c76-c75ffa8881f7,120,6,,2024-11-07
b46b17a8-1276-4a9a-8c39-5002fe048927,182,10,10.71,2024-10-29
6fa61790-3750-4f89-9af2-33c5b06f274a,179,5,41.27,2024-04-02
fa152e25-8448-4c4a-ac55-3b6e97945661,174,8,46.96,2024-04-11
98d71f72-ad5e-488a-a024-6411bf6512c8,170,6,82.58,2024-01-12
3e7e1f3b-2de1-4c00-ae71-d0a3c56c246c,144,2,80.94,2024-04-19
28dfa138-2fd2-4616-9182-8510c12f758b,179,4,50.41,2024-03-16
3b1bc45d-1fa4-446c-b62d-427b98fc9f90,106,5,77.09,2024-05-25
6bd25618-9fe3-45a0-b659-b7b39c8f4f27,165,8,,2024-06-20
01049aaf-cafa-4282-85f5-6d0830f4da22,143,8,19.47,2024-04-27
e6a6f795-8f00-4b81-b52d-454e67311c7a,174,7,27.1,2024-09-12
cbebd1c9-0745-494f-8ddb-e0466823b6dc,135,7,86.48,2024-10-13
549be743-ea1a-4281-8ab6-ca5b93f3ef5b,187,10,22.58,2024-02-22
b19806fc-8a18-43f5-ac09-0a27afa4a211,177,6,51.81,2024-07-16
b7208be7-3432-4b92-b714-ac57f6a15295,126,7,74.18,2024-10-17
90050d6d-42d6-4892-82a2-4d11d3e6a895,147,9,19.9,2024-07-16
d8ff2d9c-eb70-4475-b994-0bcb8711a51c,100,7,20.76,2024-05-28
3d82c828-f768-46ff-8fe3-e8653f06f9fb,100,5,76.97,2023-12-07
356f8f61-5297-430f-bb57-a9e4122c372f,162,2,47.41,2024-01-11
691f53d0-9ef6-4517-a11d-500319cc478a,177,10,45.36,2024-02-06
97031353-ae41-45f6-bac4-5a330e7fd046,182,7,72.95,2024-08-03
16b8e050-eead-4e61-bf93-35df35efdb38,151,2,56.5,2024-07-15
8bb28231-c666-42f4-81c1-1af803680700,177,7,,2024-11-13
17f06d4a-c57b-416f-b5f4-981b012e5b5c,190,9,,2024-09-11
8a61c38e-7417-467e-89bf-d084e2dbbefb,161,4,75.13,2024-08-01
9a895238-8624-4c8c-b9c4-09cdf1a7c237,173,3,64.82,2024-02-17
45612a39-f10a-4927-823f-6389d4d813cb,160,2,,2024-02-03
1efde2c8-c64b-40a0-912d-9fdde69c886b,134,10,,2024-10-20
a6cbc7c2-4eda-46a3-b990-4b9c0c5bb312,148,9,77.81,2024-06-30
c9f17786-ac49-4a73-a4ad-972aa0a60a64,129,8,14.89,2024-10-01
8a34fa7d-c6b7-49e4-b29b-6c57a5fc043a,159,10,55.5,2024-11-03
ed36f53c-60f7-4b5c-a8dc-f1e8c1c1fbe0,195,10,56.54,2023-12-26
21861495-fc6b-48ea-ac11-fa79328a48db,127,1,,2024-11-04
39b01a0f-332e-437f-886e-eb802ee2055f,164,1,26.98,2024-06-14
b5db5d49-7e7b-47b0-bfd8-3fe73588531d,170,7,21.7,2024-01-21
026d6498-75bb-4572-aced-ed40de6312db,136,1,35.18,2024-10-15
bf6941a9-d586-4c7b-822a-ef14205670d2,178,10,80.81,2024-07-19
00be1ade-ec6f-4786-b112-855b93501d81,163,5,,2024-06-25
0b988230-dab5-4f1e-a516-f0a5717f271e,186,10,87.45,2024-06-21
c7b7727f-ca68-4da7-93f5-e6e1de314268,116,10,48.33,2024-02-17
053cca5a-005a-4eef-ad81-aeb4b3ee3a76,195,5,19.31,2024-06-19
d19a89ae-8156-4cd3-ae5f-a4c2e2628205,123,7,63.9,2024-03-07
19096747-a388-4ccb-b5f8-11ee35e31d79,166,4,40.91,2024-08-20
b85dd21b-0dd8-4cde-b58e-4bac7f1747f5,125,3,72.47,2024-11-06
7ed2e2d2-ab11-4661-97af-96bca660e8db,116,3,10.94,2024-03-28
436fbd46-c5f4-4938-acfd-2aef4792d49c,154,9,97.05,2024-09-14
94865a97-c1ee-4a6a-b644-16fd08f050db,177,8,51.03,2024-11-24
19b2c7e1-02e2-48a9-ac39-2772dbf372f5,110,9,97.0,2024-09-21
7ebdb30b-b846-46bf-b81d-6b267f7c2b09,117,5,45.5,2024-10-14
829e2802-b145-46b8-bc4b-470f3e54ec33,130,9,60.95,2024-06-27
7e5abaa5-bb03-4b18-9f76-597d361aa3ac,193,4,82.91,2023-12-31
80e666e4-8ff7-48b9-b5fa-4997e6ca7019,192,1,60.12,2024-10-01
32d99735-5894-468f-a502-fcf813178891,156,4,86.09,2024-08-07
b3754757-e24d-44a0-866e-2ca14e6d361a,176,7,61.32,2024-11-05
d7add59e-d72f-41ea-bc7b-ab172c463c4c,173,5,61.13,2024-03-11
b2a19ed6-3e18-4b94-9498-abe385333346,179,1,52.5,2024-09-07
a28aa64d-bbca-4ff9-968e-2a19475ff87c,169,6,21.39,2024-06-16
9ebff9e6-e352-44bc-afbd-4fce5a6d2c08,103,4,21.0,2024-08-18
af5133cb-1f88-4413-9ef0-c5b0324f8767,123,10,18.97,2024-03-26
8c0f4035-e60d-4a89-89d2-b63eea898046,103,5,43.33,2024-03-12
15e0b6c4-3a04-4215-971f-caa0e365a274,144,7,,2024-07-04
bcc06d45-b08a-4a48-a817-98e3bb91347b,193,3,84.62,2024-07-18
707097ab-0d31-4168-a07b-f23f9e5fcca8,165,3,94.74,2024-11-09
a501a310-0a29-497f-b9f8-956c335fe8a6,167,2,82.77,2024-01-06
7cccbeab-0582-43d3-9530-47e32a1325f9,198,10,,2024-03-17
7de34966-09ad-40e9-bc51-77d55e136553,188,1,10.99,2024-06-21
d8ebe9e3-bd24-482e-9112-80b6e605b132,126,8,,2024-07-24
32230f3a-b80c-47af-a4d3-5832cfef34a2,161,9,15.08,2024-04-04
44e88b58-8089-496a-89c6-66bf74943109,116,9,86.71,2024-05-31
b66c5d0c-4f47-421e-88b8-33d4ef2ffac0,167,9,,2024-02-07
1eb05c45-97cd-408a-a6e1-bff9540e8d29,136,5,,2024-02-02
f78fd4ff-2106-4599-aab7-ded42ad41462,194,2,28.56,2024-03-28
bbbf891e-cced-420c-a631-0caf7499f6ba,189,9,,2024-06-21
0ba644dd-b320-449e-9608-3820c1c69e00,189,8,24.53,2023-12-21
8d7e8e71-b09b-44f4-8a02-652f28c1a624,163,7,49.95,2024-03-23
164f660b-afed-42c7-92aa-54ead4125e22,151,4,19.08,2024-02-02
52cbf3d5-0360-4981-8613-9a88e988c15f,174,4,64.26,2024-01-15
0ec65f65-6fc3-4da8-9356-94a73bed55d2,100,2,22.84,2024-10-07
9f509d20-a33d-40e9-8548-dd4c697bbf8e,117,8,73.47,2024-05-20
ea205c1f-1bcd-40ea-a95a-86f93c875a8e,129,2,56.55,2024-01-02
1391f9a9-f4b9-4bff-a21c-3ee57b126c45,108,9,59.15,2024-08-12
b698cb0b-749e-43a4-9194-a9fc98d3b859,139,9,47.14,2024-08-16
fdefb489-bad6-4e04-b9f2-506d4fb5ed4c,146,10,,2023-12-22
83c39c05-bc46-42a8-9e9f-b6acff9642e3,102,5,13.99,2024-10-13
5691046b-fe52-4c66-aed1-29fe56500203,187,7,93.11,2023-12-29
cdfbe4fc-a5a1-49c7-8327-f9f90f22b443,179,2,62.94,2024-11-19
98376d74-8211-4c5b-9119-8c8b224c0c24,157,4,53.45,2024-10-07
bed0f868-d9e8-4224-b613-0ae82b52b874,162,3,,2024-06-29
6c1515ed-f7db-4d07-8aa7-8830a66edd4e,129,4,82.92,2024-05-06
4eb3154f-6c62-4d51-bd83-3b2eaa34fe3b,160,4,25.34,2024-09-19
96a5e13a-4187-46ea-8ee6-98ecb3b06685,129,6,70.41,2024-11-19
25e7bf85-413c-4e24-ada8-dce1ae46d2b9,101,5,57.82,2023-12-26
e99b1019-8871-462e-8205-d868b802fdbe,156,3,,2024-11-11
16dd0fd3-b8c6-419d-a06b-aa546920ccb7,195,5,26.83,2024-01-25
8cbeec10-2570-4669-8b2d-2063a034fd64,190,4,39.41,2024-09-02
379d40a3-0032-4249-ab33-01dffcfc19b2,190,7,20.59,2024-03-07
32b0c58b-8754-4301-8140-9f6845433632,179,8,,2024-09-22
f940220f-8b74-4e2e-b2d3-446413e4dea4,166,6,10.33,2024-04-25
59e481c4-45c1-4c94-b8fc-42d009ef99b7,122,8,80.82,2024-03-22
5db577d5-0607-432a-9d3d-206f849509f9,179,9,55.26,2024-08-23
ea3319d3-3a26-4c61-a6bd-bb861c094b33,197,9,,2024-02-12
e9f4c72d-582c-481d-a80c-cbdbe7d60113,150,5,40.27,2024-04-19
ffdbab34-cad2-4a44-b498-9f2cfb753c47,190,7,17.91,2024-09-02
b5c2d83d-5cfb-473b-a495-a6c2607ffff2,112,2,47.71,2024-06-21
a2269041-a7c6-40a2-a733-64e59367a2e0,126,1,67.11,2024-08-20
bd8449a6-cdae-4308-81e3-ef4eb210bd0c,166,6,80.15,2024-05-12
b6903aa3-2595-4119-ba90-ea38b873a660,104,10,21.72,2024-09-24
97042f5e-e188-4fd8-af80-d89eb7727da7,153,2,52.23,2024-02-18
435796d0-ab53-42fe-8f63-da7e3d80ff4a,114,2,,2024-04-15
bef69aa0-f6f4-4ede-accc-8e66d6a7c2b0,156,3,20.68,2024-10-17
f448a8d9-44b9-46a0-a392-72570ab1d40b,103,7,61.53,2024-08-10
3e2528bc-6ac7-499b-a26f-b256cf8d8a32,153,5,57.31,2024-09-19
91e8aef9-2751-4c9c-9b5c-5c0abedd5047,136,8,74.11,2024-09-09
955fb6dd-5797-4c20-8a05-450d95aa8f78,112,9,52.14,2024-05-14
9913e162-33e5-4f54-8499-fa6bc1c7f53d,192,4,43.52,2024-03-17
311dc9ce-161c-4349-87cf-8e8d0195e74e,191,9,77.58,2024-08-10
623c4d7d-112a-4c9b-b0f5-2327f526a2b6,133,10,42.24,2024-09-14
9009604c-f5b2-466a-be3e-b6ac0bfc3a9f,150,10,61.46,2024-11-05
01269e21-53e6-4780-ad0b-31d4ef3714a3,127,10,38.5,2024-02-13
1e8f57b1-dfa6-4668-a8c7-3de8b1d8f812,140,3,22.35,2023-12-05
03823297-7fb5-4b0b-8c7f-e5fab0947de3,193,6,23.19,2024-09-01
4be68c64-8aba-4250-8298-2f00867973a5,195,6,74.37,2024-06-16
296d5e89-1d77-4807-9c1b-5ed38f2fab8f,191,1,,2024-04-26
c2826f77-cadc-464f-b296-93b8c5810dba,156,6,48.61,2023-12-09
ed0bae23-4460-4d5a-ac52-7ce0e368ceff,112,2,43.44,2024-08-24
49afcb87-4e84-475c-8f48-41208a758b96,124,8,17.27,2024-01-09
68ec711d-495c-489a-afd9-ac13ca7eb09c,115,6,97.56,2024-11-09
60dcbc44-c55f-4137-ab57-31dde38fbcee,158,2,37.38,2023-12-29
d420eea6-8716-4282-9ab0-bf8d65339dad,137,8,90.99,2024-02-23
0ffa67a5-d9c6-4586-8ad6-1470970bfa33,194,1,72.62,2023-12-30
9acb22c8-0694-441d-a3c0-03279e21f10d,101,6,67.28,2024-10-28
08bf704d-285a-4682-89b5-e12cc5880111,186,4,58.45,2024-05-22
2cba9ac1-85ff-4bee-bc3b-fd83be8f573c,182,10,12.15,2024-10-29
ca80a10a-caa9-4849-b9f1-d7687bbf9ecd,177,10,10.55,2024-11-30
107d7a2d-cbec-47d8-b289-c80172477770,106,8,,2024-02-12
3d399a26-fba5-4471-9b06-d802b8a9f91a,180,5,37.16,2024-03-10
cb2bbcca-d6d5-4937-bb32-af4a683df61c,142,5,52.55,2024-02-08
6accea12-c284-4bb1-82b7-f989afcd597d,136,1,42.18,2024-07-19
668544f3-9223-4ab3-8e1d-0e57127b71e7,134,9,16.28,2024-06-07
6ab5f6b7-5e0e-447c-9ebb-3df9bd2362bb,161,9,66.29,2024-01-27
f6e20761-5aff-4b00-a5a6-e76bdb5e7f4e,161,4,79.32,2024-07-04
be00433c-b9b8-4b8f-a239-a412b573b3a5,162,2,21.49,2024-02-11
7505a8eb-17f8-415b-841f-410372e8b8fb,141,1,47.02,2023-12-19
ded0c8ec-f9d0-45dd-961b-4d2b5a5cdc8e,153,1,87.52,2024-02-09
4aaaa9f3-6e4c-4e41-8a58-8a3f02f6aed2,152,5,56.85,2024-09-02
97a590c7-c2f3-448e-ab6c-c56b30337413,121,5,11.46,2024-02-07
a737a753-dba4-43f2-aff0-c849fe58ab60,103,7,69.37,2023-12-22
1949241a-910f-42e7-b748-d4ee5c9869be,127,3,77.92,2024-09-11
976d02d3-e671-4337-ab40-e4ccb54ff2f6,112,1,27.72,2024-01-23
31d9d94f-75f8-4ec1-b26a-6987df8c014e,142,10,77.86,2024-10-13
91813ebe-4044-4a79-93be-5c5fecd6f4ba,125,4,82.81,2023-12-21
cb1516bd-5683-4eec-ac7c-483c968b4e45,123,8,56.77,2023-12-22
52f73366-5dbc-47b5-a1e0-d30c3d51f0e4,161,3,98.63,2024-09-03
e7d0ecd9-fc4e-4c6e-acba-eab2992d12e5,117,9,93.77,2024-05-25
0da732a2-857a-4e09-9a72-8373578ff47f,179,5,36.67,2024-03-12
e813a3b3-c33c-46e6-9380-5efd88167cfb,147,9,38.44,2024-09-15
f14ba137-81cd-4559-935e-ac9d66b7202b,176,10,,2024-05-03
9d25d51a-365c-4a12-bffa-0e8bd76bada6,149,1,24.46,2024-06-07
4aef7b37-1112-454f-b42e-a5ce0ab67346,106,6,25.12,2024-09-17
24656323-0247-4df5-80c1-b87b155e89e3,153,5,,2024-09-08
73447071-db75-4ac9-8f58-9d662080de69,191,10,78.09,2024-07-16
16bc6e0b-0f8d-4f90-93fd-006fcf7d66fe,178,6,96.31,2024-09-19
ad4e682a-4ab7-4fac-b86f-1832ee0b241a,107,1,72.98,2024-06-17
69174b0e-3e74-4378-8592-afa397b0bb93,118,6,21.47,2024-06-18
63ea32f8-3a98-4ac9-8b93-2c81bbfe5322,167,10,73.1,2024-10-22
86a875df-b8cb-4e89-ad24-96733c888e99,195,10,67.52,2024-11-13
4c6ab346-586a-4552-9b11-ac2712601c12,180,7,18.04,2024-02-05
d04e17d8-92ba-41e8-b934-73b59b190a67,125,3,20.82,2024-04-23
4850bdd8-2c04-4cde-9c22-25c59b5e8875,102,3,99.01,2024-08-12
6be43a50-9ab3-43a6-a7fc-c3b6d47a11e9,119,9,35.0,2024-08-20
c29196c7-642e-4609-99f0-62fee1de63df,123,4,13.56,2024-05-22
4c1ae75c-56d8-4925-b9d7-cb26902760c4,152,9,27.78,2024-03-24
35c37c0a-2aab-437f-ba06-e7dc40bfac0f,182,5,14.81,2024-02-23
0f0f0b5f-9591-4130-b8ad-6ae6bd507e26,142,6,,2024-06-08
fa700b7e-fdfa-4a2c-872e-f3c14c651b57,188,3,88.76,2024-04-21
3da6b21b-40a7-4841-9551-c2bbff276c12,178,2,30.42,2023-12-23
a0c850a1-bff8-4d14-9646-15eedad35de9,143,3,61.99,2024-09-13
f9d3a665-c059-4320-ad37-68e66341fcaf,186,8,55.33,2024-11-07
2c7aa440-a312-478e-a558-09970ff85098,198,6,,2024-08-05
0fb05f22-4964-4dda-8ecc-2edcd5995c50,182,10,,2024-05-14
fac80dc5-aee3-4953-af70-f9ad1cfd542e,124,4,15.02,2024-09-13
16a50ba1-d0b0-49e2-b7f5-26b2dff266cd,135,3,43.42,2024-08-21
2ba1838a-52c0-4b10-835a-4f9ba0db1754,199,2,69.42,2024-07-22
58ce6f1e-a38e-4f57-91e9-d75be29ac28b,100,7,59.34,2024-04-23
093b57ad-34e6-420c-99f0-efdcad360574,129,4,37.36,2024-11-15
280c9ce1-4488-4fd1-9be2-0c3840a00081,178,8,23.89,2024-09-01
a7267dac-fa6c-4729-8485-b704640bbbc6,138,2,70.7,2024-04-22
04696d7b-9661-4a18-8237-d549409b4f72,102,10,27.25,2024-06-29
8bebe195-bfff-4518-8aa5-f654752c4eb8,175,9,57.76,2024-04-06
66d0da07-68e4-4e1e-9539-11075379b257,165,5,13.98,2024-06-03
6922b6ae-d141-4196-bb8a-9f865d90b4ba,181,10,58.8,2023-12-24
65863248-9b8d-49cc-bf3d-82b6147a7a5a,134,7,78.47,2024-03-29
4b932583-cc5f-41e9-b8fe-b5432aef3913,134,5,19.9,2024-10-11
c271a6cc-1d8c-4864-bc2d-fb63f5036637,150,3,50.73,2024-08-07
d4319e44-e9be-4fb0-a6b1-d7a0e8f54329,152,10,48.97,2024-11-12
3cd8eb69-8e06-4ff6-9a5e-3351d2073e27,100,1,43.32,2024-10-25
7f5556f0-af15-4d99-8ae2-a9ebd16b7e73,193,5,11.53,2024-02-22
3fca40b8-adab-43a6-9007-9432c310b1a7,192,2,,2024-02-22
d1713e35-9053-44f5-909f-aec45b77d761,158,9,92.54,2024-11-04
73746f36-0423-4ab0-806b-aae86b4fcef3,116,2,28.25,2024-06-26
540802e4-0940-45c4-8bd6-7eb97f50f439,163,8,23.29,2024-02-22
0d534f1c-076b-498c-be9f-12575b85c524,127,8,74.77,2024-05-16
46f2aade-6248-4c4a-a1a6-80a0af947507,175,6,86.69,2024-06-09
49264559-f10c-4a29-b542-5373ae68a0ee,108,9,,2024-06-05
34264fac-b638-4da2-8a6d-25372f927c6a,149,10,57.64,2024-05-14
504ab134-f1cb-4c56-bb10-51258f683b92,125,5,24.58,2024-02-03
619823ea-4deb-4c33-be40-399c5a5d3eba,114,7,35.74,2024-09-18
b96fb405-0172-4024-aed8-51739bd1a22e,146,7,70.09,2024-05-19
3b22d4c2-afdd-4e85-a628-fa9c2fe18e82,178,5,69.95,2024-06-17
d67fc661-1b68-4453-ab8b-24e8932a83c5,200,7,49.58,2024-05-22
60c552aa-67d5-4ba8-9da4-40e565b9e985,173,3,13.0,2024-10-11
a552367c-cb8c-48da-bf53-9172e85598fc,116,5,61.55,2024-02-08
2dffb305-b713-43e6-a43c-cf50f7d183c7,104,5,47.33,2024-02-29
00564950-443f-4555-9171-db325c84a4f7,197,9,46.5,2024-08-15
bb82e837-276f-4324-9078-c552eee32bdb,133,1,15.65,2024-01-10
b08322bc-14f5-49ef-8d7f-4ea06085929f,164,4,46.87,2024-10-02
1f7f6fb7-0987-4d6d-8094-e098afea1988,110,8,47.64,2024-07-14
c0734b39-f59b-4320-b33f-818f161a7e1b,177,9,59.84,2024-07-09
50453e66-75b6-4412-8aea-873e73988adb,145,5,48.93,2024-06-16
d0430ca1-a37d-41e7-bda8-cefca2933e92,153,9,42.35,2024-11-03
e3ce6b27-5b4b-4c03-ad01-b98e4165cea5,119,1,70.72,2024-04-20
14a8ae6e-108c-4c72-9b4b-291a092000ba,200,8,30.82,2023-12-23
21bad96a-c5aa-4bc9-8ea1-9b93b63c689e,128,8,44.63,2024-05-04
00219e70-560e-46f4-a0a1-34f496fafc80,104,4,66.32,2024-02-11
9b7450bb-918a-4423-ae59-df5cd816af89,157,2,98.03,2024-08-11
9feeb13e-0df5-4aeb-aabb-bd74bc54a4e1,147,2,13.22,2024-08-03
79cc1cda-ebe5-4f17-b644-891d8b6b5aef,164,9,35.82,2024-06-03
1fe7e58d-6d20-4e4e-9f7a-355e0c49ba8b,149,10,81.24,2024-08-28
998620c0-037d-4b51-a60e-838fdee74683,112,7,95.88,2024-08-15
23d2b77c-0eb5-4944-95bc-a62df52a76ed,127,4,,2024-04-02
637f701e-8a76-41b9-a7b7-b50af357222a,131,3,37.75,2024-08-29
392e91fc-8e7e-486f-93d6-5e4520e6eae7,111,9,45.8,2024-05-20
